,triple,doc_list,unique_doc,doc_count
18815,vaccine generate worker,"[412.0, 412.0]",[412.0],1
18816,vaccine highlight cellular,[405.0],[405.0],1
18817,vaccine highlight hadv-5,[405.0],[405.0],1
18818,vaccine hospitalize 8805,[427.0],[427.0],1
18819,vaccine hospitalize adult,[427.0],[427.0],1
18820,vaccine hospitalize year,[427.0],[427.0],1
18821,vaccine improve antibody,"[264.0, 264.0]",[264.0],1
18822,vaccine improve antigen,[321.0],[321.0],1
18823,vaccine improve coronavirus,[293.0],[293.0],1
18824,vaccine improve hamster,"[264.0, 264.0, 264.0, 264.0]",[264.0],1
18825,vaccine improve igg,"[264.0, 264.0]",[264.0],1
18826,vaccine improve immunity,[293.0],[293.0],1
18827,vaccine improve influenza,"[321.0, 321.0]",[321.0],1
18828,vaccine improve lung,"[264.0, 264.0]",[264.0],1
18829,vaccine improve patient,[111.0],[111.0],1
18830,vaccine improve sars-cov-2,"[264.0, 264.0, 293.0]","[264.0, 293.0]",2
18831,vaccine inactivate coronavirus,[135.0],[135.0],1
18832,vaccine inactivate covid-19,[176.0],[176.0],1
18833,vaccine inactivate sars-cov-2,[135.0],[135.0],1
18834,vaccine include cd4,[35.0],[35.0],1
18835,vaccine include gut-homing,[35.0],[35.0],1
18836,vaccine include patient,"[153.0, 153.0, 153.0]",[153.0],1
18837,vaccine include sars-cov-2,[324.0],[324.0],1
18838,vaccine include second,[133.0],[133.0],1
18839,vaccine include serum,[153.0],[153.0],1
18840,vaccine increase antigen,[306.0],[306.0],1
18841,vaccine indicate 294,[4.0],[4.0],1
18842,vaccine indicate booster,[350.0],[350.0],1
18843,vaccine indicate nwtv,[4.0],[4.0],1
18844,vaccine induce 152,[44.0],[44.0],1
18845,vaccine induce 2020,"[311.0, 311.0]",[311.0],1
18846,vaccine induce 723,[470.0],[470.0],1
18847,vaccine induce adenovirus,[115.0],[115.0],1
18848,vaccine induce adult,[60.0],[60.0],1
18849,vaccine induce alveolar,[53.0],[53.0],1
18850,vaccine induce ama1,[192.0],[192.0],1
18851,vaccine induce ankara,[115.0],[115.0],1
18852,vaccine induce antibody,"[264.0, 264.0, 264.0, 423.0]","[264.0, 423.0]",2
18853,vaccine induce antigen,"[115.0, 115.0, 192.0]","[192.0, 115.0]",2
18854,vaccine induce antithyroid,[423.0],[423.0],1
18855,vaccine induce approximately,[70.0],[70.0],1
18856,vaccine induce bal,[53.0],[53.0],1
18857,vaccine induce bbv152a,[264.0],[264.0],1
18858,vaccine induce bbv152c,[264.0],[264.0],1
18859,vaccine induce bell,[81.0],[81.0],1
18860,vaccine induce bnt162b2,[81.0],[81.0],1
18861,vaccine induce body,"[275.0, 275.0, 275.0]",[275.0],1
18862,vaccine induce bronchoalveolar lavage,[53.0],[53.0],1
18863,vaccine induce brucella,[233.0],[233.0],1
18864,vaccine induce cancer,"[266.0, 311.0]","[266.0, 311.0]",2
18865,vaccine induce cat,[192.0],[192.0],1
18866,vaccine induce cd8,"[364.0, 364.0]",[364.0],1
18867,vaccine induce cell,"[275.0, 275.0, 275.0]",[275.0],1
18868,vaccine induce cervical,[266.0],[266.0],1
18869,vaccine induce chad,[115.0],[115.0],1
18870,vaccine induce chimpanzee,[115.0],[115.0],1
18871,vaccine induce conjugate,[438.0],[438.0],1
18872,vaccine induce coronavirus,[33.0],[33.0],1
18873,vaccine induce covid-19,"[60.0, 81.0]","[81.0, 60.0]",2
18874,vaccine induce csfv,[109.0],[109.0],1
18875,vaccine induce cytokine,"[275.0, 275.0, 275.0]",[275.0],1
18876,vaccine induce epitope,[192.0],[192.0],1
18877,vaccine induce gc3111,"[416.0, 416.0, 416.0, 416.0]",[416.0],1
18878,vaccine induce hamster,"[264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0]",[264.0],1
18879,vaccine induce hbv,"[115.0, 115.0, 115.0]",[115.0],1
18880,vaccine induce heart,[173.0],[173.0],1
18881,vaccine induce icis,[311.0],[311.0],1
18882,vaccine induce igg,"[264.0, 264.0, 264.0]",[264.0],1
18883,vaccine induce immunity,"[364.0, 364.0]",[364.0],1
18884,vaccine induce immunization,[81.0],[81.0],1
18885,vaccine induce influenza,"[275.0, 275.0, 275.0, 275.0, 275.0, 275.0, 287.0, 287.0, 311.0]","[275.0, 311.0, 287.0]",3
18886,vaccine induce influenza-like,[311.0],[311.0],1
18887,vaccine induce inhibitor,[311.0],[311.0],1
18888,vaccine induce iran,[420.0],[420.0],1
18889,vaccine induce isolate,[346.0],[346.0],1
18890,vaccine induce isolates,[346.0],[346.0],1
18891,vaccine induce italian,[311.0],[311.0],1
18892,vaccine induce laiv,[287.0],[287.0],1
18893,vaccine induce lung,"[53.0, 264.0, 264.0, 264.0, 275.0, 275.0, 275.0]","[264.0, 275.0, 53.0]",3
18894,vaccine induce macaque,[435.0],[435.0],1
18895,vaccine induce malaria,[192.0],[192.0],1
18896,vaccine induce menb,[160.0],[160.0],1
18897,vaccine induce meningococcal,[438.0],[438.0],1
18898,vaccine induce mouse,"[70.0, 70.0]",[70.0],1
18899,vaccine induce nwtv,[4.0],[4.0],1
18900,vaccine induce omicron,[123.0],[123.0],1
18901,vaccine induce omp,[233.0],[233.0],1
18902,vaccine induce outer,[233.0],[233.0],1
18903,vaccine induce pancreas,[173.0],[173.0],1
18904,vaccine induce patient,"[30.0, 81.0, 311.0]","[81.0, 30.0, 311.0]",3
18905,vaccine induce porcine,[109.0],[109.0],1
18906,vaccine induce prn,[346.0],[346.0],1
18907,vaccine induce prrsv,[109.0],[109.0],1
18908,vaccine induce respiratory,[33.0],[33.0],1
18909,vaccine induce rhesus,[435.0],[435.0],1
18910,vaccine induce riv,[287.0],[287.0],1
18911,vaccine induce sars-cov-2,"[33.0, 175.0, 264.0, 264.0, 264.0, 264.0, 435.0]","[264.0, 33.0, 435.0, 175.0]",4
18912,vaccine induce sars-cov2,[167.0],[167.0],1
18913,vaccine induce serotypes,[70.0],[70.0],1
18914,vaccine induce serum,[53.0],[53.0],1
18915,vaccine induce sod,[233.0],[233.0],1
18916,vaccine induce syndrome,[33.0],[33.0],1
18917,vaccine induce syrian,[264.0],[264.0],1
18918,vaccine induce tdap,"[416.0, 416.0, 416.0, 416.0]",[416.0],1
18919,vaccine induce three,"[264.0, 264.0, 264.0]",[264.0],1
18920,vaccine induce three-antigen,[192.0],[192.0],1
18921,vaccine induce trap,[192.0],[192.0],1
18922,vaccine induce vaccine-only,"[275.0, 275.0, 275.0]",[275.0],1
18923,vaccine induce vaccinia,[115.0],[115.0],1
18924,vaccine infect sars-cov-23,[494.0],[494.0],1
18925,vaccine inform omicron,[123.0],[123.0],1
18926,vaccine introduce infant,[437.0],[437.0],1
18927,vaccine investigate adult,[9.0],[9.0],1
18928,vaccine investigate covid-19,"[412.0, 412.0]",[412.0],1
18929,vaccine investigate influenza,[9.0],[9.0],1
18930,vaccine lactate alum,[430.0],[430.0],1
18931,vaccine lactate balbc,[430.0],[430.0],1
18932,vaccine make 2021,[79.0],[79.0],1
18933,vaccine make 275,[335.0],[335.0],1
18934,vaccine make 605,[335.0],[335.0],1
18935,vaccine make cohort,"[335.0, 335.0]",[335.0],1
18936,vaccine make fda,[79.0],[79.0],1
18937,vaccine make member,[335.0],[335.0],1
18938,vaccine mask four-fold,[433.0],[433.0],1
18939,vaccine mask plaque-reduction,[433.0],[433.0],1
18940,vaccine match b cell,[300.0],[300.0],1
18941,vaccine match cohort,"[449.0, 449.0]",[449.0],1
18942,vaccine match covid-19,"[146.0, 146.0]",[146.0],1
18943,vaccine match hcws,[146.0],[146.0],1
18944,vaccine match immunodeficiency,[300.0],[300.0],1
18945,vaccine match infection,[449.0],[449.0],1
18946,vaccine match malignancy,[300.0],[300.0],1
18947,vaccine match mrna,[146.0],[146.0],1
18948,vaccine match patient,[300.0],[300.0],1
18949,vaccine match resultsindividuals,[449.0],[449.0],1
18950,vaccine match singapore,"[146.0, 146.0]",[146.0],1
18951,vaccine match toxicity,[300.0],[300.0],1
18952,vaccine match two,[449.0],[449.0],1
18953,vaccine match worker,[146.0],[146.0],1
18954,vaccine maximize 3-week,[233.0],[233.0],1
18955,vaccine maximize dsd,[233.0],[233.0],1
18956,vaccine maximize second,[233.0],[233.0],1
18957,vaccine mediate 2a,[406.0],[406.0],1
18958,vaccine mediate 2b,[406.0],[406.0],1
18959,vaccine mediate car-t,[406.0],[406.0],1
18960,vaccine mediate fat,[62.0],[62.0],1
18961,vaccine mediate patient,[406.0],[406.0],1
18962,vaccine modify immunotherapy,[248.0],[248.0],1
18963,vaccine modify melanoma,[248.0],[248.0],1
18964,vaccine modify tumor,[248.0],[248.0],1
18965,vaccine need 12-15,[395.0],[395.0],1
18966,vaccine need 2-dose,[233.0],[233.0],1
18967,vaccine need appetite,"[353.0, 353.0]",[353.0],1
18968,vaccine need brain,"[353.0, 353.0]",[353.0],1
18969,vaccine need chill,[353.0],[353.0],1
18970,vaccine need coronavirus,[233.0],[233.0],1
18971,vaccine need covid-19,[244.0],[244.0],1
18972,vaccine need dizziness,"[353.0, 353.0]",[353.0],1
18973,vaccine need fever,[353.0],[353.0],1
18974,vaccine need headache,[353.0],[353.0],1
18975,vaccine need immunization,[395.0],[395.0],1
18976,vaccine need infection,[26.0],[26.0],1
18977,vaccine need injection,[353.0],[353.0],1
18978,vaccine need joint,[353.0],[353.0],1
18979,vaccine need large-scale,[474.0],[474.0],1
18980,vaccine need muscle spasm,"[353.0, 353.0]",[353.0],1
18981,vaccine need myalgia,[353.0],[353.0],1
18982,vaccine need nausea,[353.0],[353.0],1
18983,vaccine need pain,[353.0],[353.0],1
18984,vaccine need primate,[425.0],[425.0],1
18985,vaccine need rash,"[353.0, 353.0]",[353.0],1
18986,vaccine need sars-cov-2,[233.0],[233.0],1
18987,vaccine need swelling,[353.0],[353.0],1
18988,vaccine need symptom,"[353.0, 353.0, 353.0]",[353.0],1
18989,vaccine need syndrome,[233.0],[233.0],1
18990,vaccine neutralize immunity,[430.0],[430.0],1
18991,vaccine neutralize mouse,[430.0],[430.0],1
18992,vaccine neutralize mouse-brain-derived,[430.0],[430.0],1
18993,vaccine observe 133,"[158.0, 158.0]",[158.0],1
18994,vaccine observe breast,[65.0],[65.0],1
18995,vaccine observe cancer,[65.0],[65.0],1
18996,vaccine observe cohort,[347.0],[347.0],1
18997,vaccine observe coronavirus,[293.0],[293.0],1
18998,vaccine observe covid19,[465.0],[465.0],1
18999,vaccine observe danish,[271.0],[271.0],1
19000,vaccine observe diphtheria,[420.0],[420.0],1
19001,vaccine observe haemagglutinin fim,[346.0],[346.0],1
19002,vaccine observe hepatitis b,[420.0],[420.0],1
19003,vaccine observe hyopneumoniae infection,[200.0],[200.0],1
19004,vaccine observe immunity,[293.0],[293.0],1
19005,vaccine observe india,[363.0],[363.0],1
19006,vaccine observe infection,[200.0],[200.0],1
19007,vaccine observe leish2a,[470.0],[470.0],1
19008,vaccine observe medicine,[271.0],[271.0],1
19009,vaccine observe nct04471519,[363.0],[363.0],1
19010,vaccine observe one,[271.0],[271.0],1
19011,vaccine observe patient,[65.0],[65.0],1
19012,vaccine observe pertussis,[420.0],[420.0],1
19013,vaccine observe pkdl,[470.0],[470.0],1
19014,vaccine observe plwh,[44.0],[44.0],1
19015,vaccine observe pneumococcal,[347.0],[347.0],1
19016,vaccine observe polysorbates,[175.0],[175.0],1
19017,vaccine observe prrsv,[200.0],[200.0],1
19018,vaccine observe sars-cov-2,"[158.0, 158.0, 175.0, 293.0]","[293.0, 158.0, 175.0]",3
19019,vaccine observe seven,[347.0],[347.0],1
19020,vaccine observe sod,[233.0],[233.0],1
19021,vaccine observe tetanus,[420.0],[420.0],1
19022,vaccine perform immunity,[457.0],[457.0],1
19023,vaccine predict epitope,[450.0],[450.0],1
19024,vaccine predict hla,"[450.0, 450.0]",[450.0],1
19025,vaccine prevent 100,[133.0],[133.0],1
19026,vaccine prevent 2020,[168.0],[168.0],1
19027,vaccine prevent 261,[133.0],[133.0],1
19028,vaccine prevent 268,[133.0],[133.0],1
19029,vaccine prevent 739,[133.0],[133.0],1
19030,vaccine prevent antigen,[20.0],[20.0],1
19031,vaccine prevent bologna,"[168.0, 168.0]",[168.0],1
19032,vaccine prevent cell,[20.0],[20.0],1
19033,vaccine prevent ci37,[407.0],[407.0],1
19034,vaccine prevent coronavirus,[33.0],[33.0],1
19035,vaccine prevent cox,[168.0],[168.0],1
19036,vaccine prevent hcp,[133.0],[133.0],1
19037,vaccine prevent herd,[20.0],[20.0],1
19038,vaccine prevent ht,"[168.0, 168.0]",[168.0],1
19039,vaccine prevent italy,[168.0],[168.0],1
19040,vaccine prevent paratuberculosis,[20.0],[20.0],1
19041,vaccine prevent polyanhydride,[20.0],[20.0],1
19042,vaccine prevent respiratory,[33.0],[33.0],1
19043,vaccine prevent sars-cov-2,[459.0],[459.0],1
19044,vaccine prevent syndrome,[33.0],[33.0],1
19045,vaccine prim two-dose,"[393.0, 393.0]",[393.0],1
19046,vaccine prim vaccinee,[393.0],[393.0],1
19047,vaccine protect 1-3,[426.0],[426.0],1
19048,vaccine protect eua,[426.0],[426.0],1
19049,vaccine protect woman,"[324.0, 324.0]",[324.0],1
19050,vaccine provide 015,[196.0],[196.0],1
19051,vaccine provide 18,"[10.0, 10.0]",[10.0],1
19052,vaccine provide 5100,[316.0],[316.0],1
19053,vaccine provide 648,[207.0],[207.0],1
19054,vaccine provide 723,[470.0],[470.0],1
19055,vaccine provide careoutpatient,[54.0],[54.0],1
19056,vaccine provide covid-19,"[10.0, 10.0, 54.0, 424.0]","[424.0, 10.0, 54.0]",3
19057,vaccine provide hb02,[207.0],[207.0],1
19058,vaccine provide infection,"[10.0, 10.0]",[10.0],1
19059,vaccine provide korea,[415.0],[415.0],1
19060,vaccine provide mouse,[70.0],[70.0],1
19061,vaccine provide mrna-1273,[352.0],[352.0],1
19062,vaccine provide n1500,[271.0],[271.0],1
19063,vaccine provide one,[352.0],[352.0],1
19064,vaccine provide patient,[470.0],[470.0],1
19065,vaccine provide people,"[10.0, 10.0]",[10.0],1
19066,vaccine provide physician,[271.0],[271.0],1
19067,vaccine provide recipient,[352.0],[352.0],1
19068,vaccine provide scientist,[449.0],[449.0],1
19069,vaccine provide stain,[415.0],[415.0],1
19070,vaccine provide symptom,[352.0],[352.0],1
19071,vaccine purify balbc,[430.0],[430.0],1
19072,vaccine purify zika,[27.0],[27.0],1
19073,vaccine purify zikv,[27.0],[27.0],1
19074,vaccine randomize 101-120,[236.0],[236.0],1
19075,vaccine randomize 15-ÃÃÃÂµg,"[236.0, 236.0]",[236.0],1
19076,vaccine randomize b,[236.0],[236.0],1
19077,vaccine randomize cell,[248.0],[248.0],1
19078,vaccine randomize covid-19,[228.0],[228.0],1
19079,vaccine randomize h1n1,[236.0],[236.0],1
19080,vaccine randomize h3n2,[236.0],[236.0],1
19081,vaccine randomize participant,[228.0],[228.0],1
19082,vaccine randomize sars-cov-2,[228.0],[228.0],1
19083,vaccine randomize suspension,[176.0],[176.0],1
19084,vaccine randomize yeast,[248.0],[248.0],1
19085,vaccine receive -97,[407.0],[407.0],1
19086,vaccine receive 114,[38.0],[38.0],1
19087,vaccine receive 2020,"[311.0, 311.0]",[311.0],1
19088,vaccine receive 2030,[93.0],[93.0],1
19089,vaccine receive 296,[38.0],[38.0],1
19090,vaccine receive 415,[191.0],[191.0],1
19091,vaccine receive 4372,[257.0],[257.0],1
19092,vaccine receive 597,[180.0],[180.0],1
19093,vaccine receive 6-month,"[65.0, 65.0]",[65.0],1
19094,vaccine receive 637,[180.0],[180.0],1
19095,vaccine receive 648,[207.0],[207.0],1
19096,vaccine receive 8805,[427.0],[427.0],1
19097,vaccine receive adenovirus,"[77.0, 77.0]",[77.0],1
19098,vaccine receive alum-only,[207.0],[207.0],1
19099,vaccine receive antibody,"[52.0, 252.0]","[52.0, 252.0]",2
19100,vaccine receive antigen-1,[191.0],[191.0],1
19101,vaccine receive autoimmune,[423.0],[423.0],1
19102,vaccine receive b1351,[219.0],[219.0],1
19103,vaccine receive canadian,[253.0],[253.0],1
19104,vaccine receive cd8 cell,[191.0],[191.0],1
19105,vaccine receive chadox1,"[77.0, 77.0]",[77.0],1
19106,vaccine receive chimpanzee,"[77.0, 77.0]",[77.0],1
19107,vaccine receive chmi,[191.0],[191.0],1
19108,vaccine receive ci79,[407.0],[407.0],1
19109,vaccine receive ci88,[407.0],[407.0],1
19110,vaccine receive cohort,[80.0],[80.0],1
19111,vaccine receive convalescent,[257.0],[257.0],1
19112,vaccine receive corona,"[77.0, 77.0]",[77.0],1
19113,vaccine receive coronavirus,"[349.0, 463.0]","[349.0, 463.0]",2
19114,vaccine receive coronaviruses,"[253.0, 253.0]",[253.0],1
19115,vaccine receive covaxin,"[77.0, 77.0]",[77.0],1
19116,vaccine receive covid-19,"[77.0, 93.0, 244.0, 244.0, 407.0]","[244.0, 93.0, 77.0, 407.0]",4
19117,vaccine receive csfv,[109.0],[109.0],1
19118,vaccine receive enteroviral,[173.0],[173.0],1
19119,vaccine receive hb02,[207.0],[207.0],1
19120,vaccine receive headache,[242.0],[242.0],1
19121,vaccine receive heart,[173.0],[173.0],1
19122,vaccine receive immunity,[485.0],[485.0],1
19123,vaccine receive immunization,[395.0],[395.0],1
19124,vaccine receive infant,[297.0],[297.0],1
19125,vaccine receive infection,"[277.0, 493.0]","[493.0, 277.0]",2
19126,vaccine receive influenza,"[253.0, 253.0]",[253.0],1
19127,vaccine receive influenza-like,[311.0],[311.0],1
19128,vaccine receive italian,[311.0],[311.0],1
19129,vaccine receive large-scale,[474.0],[474.0],1
19130,vaccine receive low-income,[297.0],[297.0],1
19131,vaccine receive malaria infection,[191.0],[191.0],1
19132,vaccine receive membrane,[191.0],[191.0],1
19133,vaccine receive milk,[183.0],[183.0],1
19134,vaccine receive moderna,[183.0],[183.0],1
19135,vaccine receive mrna,[10.0],[10.0],1
19136,vaccine receive ncov-19,"[77.0, 77.0]",[77.0],1
19137,vaccine receive niv-2020-770,"[77.0, 77.0]",[77.0],1
19138,vaccine receive noninfluenza,[253.0],[253.0],1
19139,vaccine receive one,[93.0],[93.0],1
19140,vaccine receive paad,[249.0],[249.0],1
19141,vaccine receive participant,[46.0],[46.0],1
19142,vaccine receive patient,"[80.0, 65.0, 153.0, 349.0, 463.0]","[65.0, 463.0, 80.0, 153.0, 349.0]",5
19143,vaccine receive people,[10.0],[10.0],1
19144,vaccine receive pfama1,[191.0],[191.0],1
19145,vaccine receive prrsv,[109.0],[109.0],1
19146,vaccine receive san diego,[183.0],[183.0],1
19147,vaccine receive sars-cov-2,"[349.0, 493.0]","[493.0, 349.0]",2
19148,vaccine receive second,"[46.0, 183.0, 257.0]","[257.0, 46.0, 183.0]",3
19149,vaccine receive sentinel,[253.0],[253.0],1
19150,vaccine receive serum,"[153.0, 257.0]","[153.0, 257.0]",2
19151,vaccine receive steroid,"[161.0, 161.0, 161.0]",[161.0],1
19152,vaccine receive symptom,[353.0],[353.0],1
19153,vaccine receive syndrome,[349.0],[349.0],1
19154,vaccine receive thyroid,[423.0],[423.0],1
19155,vaccine receive tiredness,[242.0],[242.0],1
19156,vaccine receive voc,[219.0],[219.0],1
19157,vaccine receive woman,"[12.0, 183.0]","[12.0, 183.0]",2
19158,vaccine recommend ah1n1pdm09,[56.0],[56.0],1
19159,vaccine recommend bnt162b2,"[81.0, 81.0]",[81.0],1
19160,vaccine recommend booster,[140.0],[140.0],1
19161,vaccine recommend covid-19,"[81.0, 81.0]",[81.0],1
19162,vaccine recommend glioma,[355.0],[355.0],1
19163,vaccine recommend immunization,"[81.0, 81.0]",[81.0],1
19164,vaccine recommend lgg,[355.0],[355.0],1
19165,vaccine recommend patient,"[81.0, 81.0]",[81.0],1
19166,vaccine recommend second,"[140.0, 140.0]",[140.0],1
19167,vaccine recommend solid cancers,[355.0],[355.0],1
19168,vaccine reduce child,[434.0],[434.0],1
19169,vaccine reduce conjugate,"[160.0, 160.0]",[160.0],1
19170,vaccine reduce death,[77.0],[77.0],1
19171,vaccine reduce infection,[88.0],[88.0],1
19172,vaccine reduce nepali,[434.0],[434.0],1
19173,vaccine reduce patient,[88.0],[88.0],1
19174,vaccine reduce person,[230.0],[230.0],1
19175,vaccine reduce woman,[324.0],[324.0],1
19176,vaccine relate coronavirus,[36.0],[36.0],1
19177,vaccine relate covid-19-related,[36.0],[36.0],1
19178,vaccine relate death,[36.0],[36.0],1
19179,vaccine relate four-fold,[433.0],[433.0],1
19180,vaccine relate plaque-reduction,[433.0],[433.0],1
19181,vaccine relate sars-cov-2,"[36.0, 433.0]","[433.0, 36.0]",2
19182,vaccine reopen body,"[275.0, 275.0, 275.0]",[275.0],1
19183,vaccine reopen cell,"[275.0, 275.0, 275.0]",[275.0],1
19184,vaccine reopen cytokine,"[275.0, 275.0, 275.0]",[275.0],1
19185,vaccine reopen influenza,"[275.0, 275.0, 275.0]",[275.0],1
19186,vaccine reopen lung,"[275.0, 275.0, 275.0]",[275.0],1
19187,vaccine reopen vaccine-only,"[275.0, 275.0, 275.0]",[275.0],1
19188,vaccine report antibody,[264.0],[264.0],1
19189,vaccine report bbv152a,[264.0],[264.0],1
19190,vaccine report bbv152c,[264.0],[264.0],1
19191,vaccine report cvb4,[173.0],[173.0],1
19192,vaccine report hamster,"[264.0, 264.0, 264.0]",[264.0],1
19193,vaccine report igg,[264.0],[264.0],1
19194,vaccine report infection,[493.0],[493.0],1
19195,vaccine report lung,[264.0],[264.0],1
19196,vaccine report sars-cov-2,"[264.0, 264.0, 264.0, 493.0]","[264.0, 493.0]",2
19197,vaccine report serotypes,[173.0],[173.0],1
19198,vaccine report syrian,[264.0],[264.0],1
19199,vaccine report three,[264.0],[264.0],1
19200,vaccine respond covid-19,[171.0],[171.0],1
19201,vaccine respond person,[171.0],[171.0],1
19202,vaccine screen 10,[176.0],[176.0],1
19203,vaccine screen 214,[176.0],[176.0],1
19204,vaccine screen 3568,[176.0],[176.0],1
19205,vaccine screen participant,"[176.0, 176.0]",[176.0],1
19206,vaccine screen two,[176.0],[176.0],1
19207,vaccine see ahumancalifornia072009,[56.0],[56.0],1
19208,vaccine see blood,"[411.0, 411.0]",[411.0],1
19209,vaccine see cd4,[411.0],[411.0],1
19210,vaccine see infection,[411.0],[411.0],1
19211,vaccine see lung,[411.0],[411.0],1
19212,vaccine see monocyte,[411.0],[411.0],1
19213,vaccine see peripheral,[411.0],[411.0],1
19214,vaccine see pro-inflammatory,[411.0],[411.0],1
19215,vaccine see proliferating,[411.0],[411.0],1
19216,vaccine see sars-cov-2,[411.0],[411.0],1
19217,vaccine see tumour lymphoid,[411.0],[411.0],1
19218,vaccine select 54-68,[283.0],[283.0],1
19219,vaccine select 60-71,[283.0],[283.0],1
19220,vaccine select 8805,[283.0],[283.0],1
19221,vaccine select 95,[283.0],[283.0],1
19222,vaccine select ci,[283.0],[283.0],1
19223,vaccine select huang,[94.0],[94.0],1
19224,vaccine select infection,[283.0],[283.0],1
19225,vaccine select sars-cov-2,[283.0],[283.0],1
19226,vaccine select second,[283.0],[283.0],1
19227,vaccine show 1b,[406.0],[406.0],1
19228,vaccine show 2020,[168.0],[168.0],1
19229,vaccine show 2a,[406.0],[406.0],1
19230,vaccine show 3-week,[233.0],[233.0],1
19231,vaccine show adult,[60.0],[60.0],1
19232,vaccine show aes,[192.0],[192.0],1
19233,vaccine show agonist,[432.0],[432.0],1
19234,vaccine show algel,[432.0],[432.0],1
19235,vaccine show alum,"[295.0, 432.0]","[432.0, 295.0]",2
19236,vaccine show ama1,"[192.0, 192.0]",[192.0],1
19237,vaccine show anti-flu,[406.0],[406.0],1
19238,vaccine show antibody,"[295.0, 373.0]","[373.0, 295.0]",2
19239,vaccine show bal,[53.0],[53.0],1
19240,vaccine show bologna,"[168.0, 168.0]",[168.0],1
19241,vaccine show bronchoalveolar lavage,[53.0],[53.0],1
19242,vaccine show cellular,[364.0],[364.0],1
19243,vaccine show coronavirus,[463.0],[463.0],1
19244,vaccine show covid-19,[168.0],[168.0],1
19245,vaccine show cox,[168.0],[168.0],1
19246,vaccine show cri,"[233.0, 233.0]",[233.0],1
19247,vaccine show csp,"[192.0, 192.0]",[192.0],1
19248,vaccine show death,[233.0],[233.0],1
19249,vaccine show delta,[373.0],[373.0],1
19250,vaccine show diabetes,[325.0],[325.0],1
19251,vaccine show dmlt,[295.0],[295.0],1
19252,vaccine show dsd,[233.0],[233.0],1
19253,vaccine show ht,"[168.0, 168.0]",[168.0],1
19254,vaccine show huad5,"[192.0, 192.0]",[192.0],1
19255,vaccine show immunity,[463.0],[463.0],1
19256,vaccine show infection,[168.0],[168.0],1
19257,vaccine show italy,[168.0],[168.0],1
19258,vaccine show liposomal,[282.0],[282.0],1
19259,vaccine show lung,[53.0],[53.0],1
19260,vaccine show lymphadenopathy,[137.0],[137.0],1
19261,vaccine show malaria,"[192.0, 192.0]",[192.0],1
19262,vaccine show obesity,[325.0],[325.0],1
19263,vaccine show patient,"[406.0, 463.0]","[406.0, 463.0]",2
19264,vaccine show pneumonitis,[137.0],[137.0],1
19265,vaccine show radiation,[137.0],[137.0],1
19266,vaccine show receptor,[432.0],[432.0],1
19267,vaccine show rituximab,[111.0],[111.0],1
19268,vaccine show sars-cov2,[168.0],[168.0],1
19269,vaccine show second,[233.0],[233.0],1
19270,vaccine show susceptibles,[141.0],[141.0],1
19271,vaccine show toll-like,[432.0],[432.0],1
19272,vaccine show woman,[325.0],[325.0],1
19273,vaccine sponsor covid-19,[1.0],[1.0],1
19274,vaccine sponsor usg,[1.0],[1.0],1
19275,vaccine sponsor usu,[1.0],[1.0],1
19276,vaccine strain eastern,[56.0],[56.0],1
19277,vaccine strain india,[56.0],[56.0],1
19278,vaccine strain indian,[56.0],[56.0],1
19279,vaccine strain isolates,[56.0],[56.0],1
19280,vaccine strain lineage-6b,[56.0],[56.0],1
19281,vaccine strengthen infectious diseases,[408.0],[408.0],1
19282,vaccine test 173,[288.0],[288.0],1
19283,vaccine test 20 -,[288.0],[288.0],1
19284,vaccine test anti-h5,[376.0],[376.0],1
19285,vaccine test canadian,[253.0],[253.0],1
19286,vaccine test coronaviruses,[253.0],[253.0],1
19287,vaccine test hematologic,[300.0],[300.0],1
19288,vaccine test influenza,[253.0],[253.0],1
19289,vaccine test july,[110.0],[110.0],1
19290,vaccine test malignancy,[300.0],[300.0],1
19291,vaccine test patient,[288.0],[288.0],1
19292,vaccine test post-,[110.0],[110.0],1
19293,vaccine test rva,[110.0],[110.0],1
19294,vaccine test sentinel,[253.0],[253.0],1
19295,vaccine test solid organ,[300.0],[300.0],1
19296,vaccine treat 10,[430.0],[430.0],1
19297,vaccine treat 2-dose,[233.0],[233.0],1
19298,vaccine treat alum,[430.0],[430.0],1
19299,vaccine treat balbc,[430.0],[430.0],1
19300,vaccine treat covid-19,[161.0],[161.0],1
19301,vaccine treat md,[430.0],[430.0],1
19302,vaccine treat n22,[28.0],[28.0],1
19303,vaccine treat sars-cov-2,[233.0],[233.0],1
19304,vaccine undergo sars-cov-2,[174.0],[174.0],1
19305,vaccine update bnt162b2,[465.0],[465.0],1
19306,vaccine update chadox1-induced,[465.0],[465.0],1
19307,vaccine update immunity,[465.0],[465.0],1
19308,vaccine use 261,[133.0],[133.0],1
19309,vaccine use 4,[207.0],[207.0],1
19310,vaccine use 458,"[207.0, 207.0]",[207.0],1
19311,vaccine use 459,[207.0],[207.0],1
19312,vaccine use 465,[207.0],[207.0],1
19313,vaccine use 739,[133.0],[133.0],1
19314,vaccine use alum,"[207.0, 207.0]",[207.0],1
19315,vaccine use aluminum hydroxide,"[207.0, 207.0]",[207.0],1
19316,vaccine use antigen,"[70.0, 115.0, 115.0]","[115.0, 70.0]",2
