,head_type,tail_type,triple_list,cluster_list,list_count
220,GENE_OR_GENOME,LIVESTOCK,"['mlv farrow piglet', 'gp5-mosaic use pig', 'dna-primevacv use pig', 'phytase observe chicken', 'phytase observe chicken', 'phytase observe chicken', 'ib affect poultry', 'ibv detect flock']","['challenge', 'detect', 'observe', 'evaluate', 'follow', 'induce', 'farrow', 'affect', 'use']",15
221,GENE_OR_GENOME,LOC,"['iel cd103Ã\x83\x83Ã\x83\x82Ã\x83\x82 observe cd103', 'gc induce virus-specific', 'pd-l1 circulate nc-specific', 'gp140-specific observe hiv-specific', 'adcc antibody-dependent aim hiv-specific', 'gp140-specific aim hiv-specific', 'cd4 cell detect hana', 'h58 improve africa']","['detect', 'observe', 'circulate', 'induce', 'aim', 'improve']",27
222,GENE_OR_GENOME,NORP,"['hcv induce egyptian', 'cross-sectional use brazilian', 'hcq highlight indian', 'hcq receive indian', 'hcq neutralize indian', 'hcq induce indian', 'bcg observe danish', 'lta1 elicit fentanyl-induced']","['correlate', 'detect', 'observe', 'elicit', 'evaluate', 'highlight', 'induce', 'use', 'receive', 'neutralize']",11
223,GENE_OR_GENOME,ORG,"['cd4 match hiv-1', 'cd4 match hiv-1', 'cd4 cell detect npm1m2ns1nep', 'cd8 cells receive summary', 'cet receive summary', 'cd4 cells affect igg', 'cd4 cells vary igg', 'usu fund usg']","['vary', 'detect', 'fund', 'match', 'affect', 'receive']",39
224,GENE_OR_GENOME,ORGANISM,"['crp Ã\x83\x83Ã\x83\x82pmi-2426 induce serotypes', 'crp Ã\x83\x83Ã\x83\x82pmi-2426 induce mouse', 'crp Ã\x83\x83Ã\x83\x82pmi-2426 induce mouse', 'tt terminator induce serotypes', 'tt terminator induce mouse', 'tt terminator induce mouse', 'tt induce serotypes', 'tt induce mouse']",['induce'],92
225,GENE_OR_GENOME,SIGN_OR_SYMPTOM,"['rsv develop quality life', 'rsv include quality life', 'health-care make anesthesia', 'tt observe symptom', 'fur observe symptom', 'laci observe symptom', 'rna-seq induce symptom', 'mrna-1273 provide symptom', 'mrna-1273 receive symptom']","['receive', 'observe', 'provide', 'induce', 'make', 'include', 'develop']",9
226,GENE_OR_GENOME,SUBSTRATE,"['cd4 match blood', 'cd4 match blood', 'cd4 show blood', 'cd4 show blood', 'fh cells neutralize blood', 'fh cells neutralize blood', 'cd4 neutralize blood', 'cd4 neutralize blood']","['mediate', 'detect', 'need', 'show', 'see', 'induce', 'match', 'relate', 'inhale', 'neutralize']",23
227,GENE_OR_GENOME,TISSUE,"['cd8 cells associate mucosal', 'cd4 associate mucosal', 'cd4 match mucosal', 'cd4 match mucosal', 'c-x-c observe meningeal', 'cxcl13 observe meningeal', 'dc observe lymph nodes', 'cd4 show peripheral']","['associate', 'match', 'show', 'observe']",36
228,GENE_OR_GENOME,VIRUS,"['cd4 cell detect b', 'hcv induce cytomegalovirus', 'ae37 associate subgroup', 'gp2 associate subgroup', 'anti-s show medrxiv', 'anti-n show medrxiv', 'anti-nucleocapsid evaluate subgroup', 'rsv investigate metapneumovirus']","['associate', 'detect', 'show', 'evaluate', 'induce', 'investigate']",19
229,GPE,CARDINAL,"['singapore test 137', 'italy show 2020', 'south observe 2021', 'south observe 173', 'panama city evaluate 232', 'panama city evaluate 167', 'wuhan neutralize three', 'india vaccinate two']","['test', 'observe', 'show', 'evaluate', 'vaccinate', 'neutralize']",51
230,GPE,CELL,"['israel report china', 'israel report china', 'israel report china', 'singapore report china', 'singapore report china', 'singapore report china', 'usa report china', 'usa report china']","['compare', 'cause', 'show', 'induce', 'vaccinate', 'hamper', 'use', 'emerge', 'report']",20
231,GPE,CHEMICAL,"['israel report hadv-d8 -d54', 'israel report hadv-b14p1', 'israel report hadv-b55', 'singapore report hadv-d8 -d54', 'singapore report hadv-b14p1', 'singapore report hadv-b55', 'usa report hadv-d8 -d54', 'usa report hadv-b14p1']",['report'],68
232,GPE,CORONAVIRUS,"['south observe covid-19', 'wuhan neutralize sars-cov-2', 'india receive ncov-19', 'india receive corona', 'india vaccinate covid-19', 'india vaccinate sars-cov-2', 'india vaccinate ncov-19', 'india vaccinate corona']","['neutralize', 'receive', 'vaccinate', 'observe']",34
233,GPE,DISEASE_OR_SYNDROME,"['new zealand show infection', 'australia show infection', 'italy show skin cancers', 'italy make skin cancers', 'italy compare skin cancers', 'south observe anaphylaxis', 'south observe anaphylaxis', 'vivo hamper remission']","['compare', 'observe', 'show', 'make', 'hamper']",36
234,GPE,EUKARYOTE,"['india receive chimpanzee', 'india vaccinate chimpanzee']","['receive', 'vaccinate']",2
235,GPE,FAC,"['germany test cv7202', 'u perform 18-20']","['perform', 'test']",2
236,GPE,GENE_OR_GENOME,"['shenzhen induce immunoglobulin', 'shenzhen induce immunoglobulin', 'shenzhen induce immunoglobulin', 'shenzhen detect immunoglobulin', 'shenzhen detect immunoglobulin', 'vivo hamper cmv', 'vivo hamper cmv-specific', 'vivo emerge cmv']","['induce', 'detect', 'emerge', 'hamper']",41
237,GPE,GPE,"['israel report japan', 'israel report usa', 'israel report singapore', 'israel report france', 'singapore report japan', 'singapore report usa', 'singapore report france', 'usa report japan']","['belong', 'report']",11
238,GPE,GROUP,"['singapore test patient', 'italy show author', 'italy make author', 'singapore benefit patient', 'switzerland receive person', 'switzerland receive patient', 'switzerland decrease patient', 'new include patient']","['test', 'decrease', 'show', 'make', 'include', 'benefit', 'receive']",22
239,GPE,IMMUNE_RESPONSE,"['south observe immunisation', 'kenya introduce immunization', 'kyoto vaccinate innate', 'kyoto vaccinate immune']","['introduce', 'vaccinate', 'observe']",4
240,GPE,LOC,"['israel report europe', 'singapore report europe', 'usa report europe', 'panama city evaluate west', 'mo bind east', 'mo neutralize east', 'india inform africa']","['report', 'inform', 'evaluate', 'bind', 'neutralize']",7
241,GPE,ORG,"['shenzhen induce igg', 'wuhan neutralize pre-infected', 'uk induce eu', 'uk diagnose cox', 'uk compare eu', 'leumit increase pre-covid-19', 'leumit develop pre-covid-19', 'germany test igg', 'leumit increase pre-covid-19']","['compare', 'test', 'diagnose', 'induce', 'develop', 'increase', 'neutralize']",9
242,GPE,ORGANISM,['republic see people'],['see'],1
243,GPE,SIGN_OR_SYMPTOM,"['uk receive symptom', 'u receive symptom', 'uk include symptom', 'u include symptom', 'wuhan invite symptom', 'wuhan enrol symptom']","['invite', 'include', 'enrol', 'receive']",6
244,GPE,TISSUE,"['kyoto induce th2', 'kyoto vaccinate th2', 'kyoto show th2', 'kyoto compare th2', 'mexico undergo cardiovascular', 'mexico increase cardiovascular']","['compare', 'show', 'undergo', 'induce', 'vaccinate', 'increase']",6
245,GPE,VIRUS,"['kenya introduce rotavirus', 'newcastle exist ebov', 'newcastle boost ebov']","['exist', 'boost', 'introduce']",3
246,GROUP,BACTERIUM,"['participant approve mycobacterium', 'participant use mycobacterium', 'participant classify mycobacterium', 'patient observe streptococcus', 'patient observe streptococcus', 'patient show streptococcus', 'cohort investigate ehrs']","['classify', 'observe', 'show', 'approve', 'investigate', 'use']",7
247,GROUP,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,"['patient relate bowel', 'adult provide alveolar', 'child provide alveolar', 'adult capitalize alveolar', 'child capitalize alveolar', 'adult establish alveolar', 'child establish alveolar', 'adult boost alveolar']","['establish', 'provide', 'capitalize', 'relate', 'boost']",34
248,GROUP,BODY_SUBSTANCE,"['patient include serum', 'patient receive serum', 'patient receive serum', 'patient receive serum', 'patient die serum', 'patient die serum', 'patient die serum', 'patient exclude serum']","['show', 'enrol', 'evaluate', 'follow', 'induce', 'die', 'include', 'receive', 'bind', 'exclude']",21
249,GROUP,CARDINAL,"['patient include 134', 'patient include 9400l', 'patient include 087', 'health professionals collect two', 'health professionals age two', 'child emphasize 0-11 years', 'patient base n22', 'patient treat n22']","['base', 'collect', 'age', 'emphasize', 'treat', 'include']",480
250,GROUP,CELL,"['patient include cell', 'patient include platelet', 'adult observe china', 'patient receive b-cell', 'patient deplete b cell', 'patient generate memory b', 'patient generate memory b', 'patient boost b cells']","['observe', 'boost', 'generate', 'deplete', 'include', 'receive']",41
251,GROUP,CHEMICAL,"['patient include 294000l 14000-767000l', 'patient include pill', 'patient include creatinine', 'patient include gmdl', 'patient include bilirubin', 'health professionals make valdecilla', 'health professionals make aerosol-generating', 'health professionals age comply']","['age', 'include', 'make']",579
252,GROUP,CORONAVIRUS,"['health professionals make sars', 'health professionals make cov2', 'health professionals make covid', 'child experience covid-19', 'child emphasize covid-19', 'child emphasize covid-19', 'child need covid-19', 'patient protect covid-19']","['need', 'experience', 'emphasize', 'protect', 'make']",352
253,GROUP,DISEASE_OR_SYNDROME,"['patient include oral', 'patient include thrombosis', 'patient include stroke', 'patient acquire autoimmune disease', 'patient increase autoimmune', 'patient respond solid organ', 'patient respond malignancy', 'patient respond malignancy']","['increase', 'include', 'acquire', 'respond']",464
254,GROUP,EUKARYOTE,"['anatomy modify human', 'child match anopheles', 'child report anopheles', 'citizen receive chimpanzee', 'citizen vaccinate chimpanzee']","['modify', 'match', 'vaccinate', 'receive', 'report']",5
255,GROUP,FAC,"['worker hospitalize 280', 'participant use 8805', 'participant show b1351', 'patient randomize 200mg', 'patient age 0-4', 'participant receive n600', 'cohort include k2', 'girl induce 2-valent']","['receive', 'show', 'age', 'include', 'induce', 'randomize', 'hospitalize', 'use']",30
256,GROUP,FOOD,"['adolescent induce nicklaus', 'patient induce boost']",['induce'],2
257,GROUP,GENE_OR_GENOME,"['patient include hemoglobin', 'patient vaccinate ci Ã\x83\x83Ã\x83\x82Ã\x83\x824', 'patient receive ci Ã\x83\x83Ã\x83\x82Ã\x83\x824', 'patient receive ci Ã\x83\x83Ã\x83\x82Ã\x83\x824', 'patient receive ci Ã\x83\x83Ã\x83\x82Ã\x83\x824', 'patient select phd', 'patient base n37', 'patient detect th1']","['detect', 'base', 'vaccinate', 'select', 'include', 'receive']",236
258,GROUP,GPE,"['adult observe suining county', 'adult observe jiangsu province', 'woman receive san diego', 'patient induce egypt', 'patient induce egypt', 'participant observe finland netherlands', 'participant observe switzerland', 'participant observe mexico']","['induce', 'receive', 'observe']",38
259,GROUP,GROUP,"['patient include white', 'patient include woman', 'donor receive cohort', 'donor receive patient', 'patient receive cohort', 'patient receive cohort', 'participant receive cohort', 'participant receive cohort']","['include', 'receive']",199
260,GROUP,IMMUNE_RESPONSE,"['patient boost immunization', 'family members match immunity', 'adult relate immunization', 'patient reduce immunotherapy', 'adult base immunisation', 'adult provide immunity', 'child provide immunity', 'adult capitalize immunity']","['base', 'reduce', 'provide', 'match', 'relate', 'capitalize', 'boost']",31
261,GROUP,INJURY_OR_POISONING,['child report bite'],['report'],1
262,GROUP,LOC,"['patient relate eastern india', 'patient induce virus-specific', 'patient follow bnt162b2', 'cohort design shangcheng', 'cohort standardize pregnancy-specific', 'cohort test pregnancy-specific', 'patient receive tumor-loaded', 'patient increase non-psychiatric']","['test', 'standardize', 'design', 'follow', 'induce', 'relate', 'receive', 'increase']",20
263,GROUP,NORP,"['patient include obese', 'participant use danish', 'patient increase spanish', 'patient increase french', 'patient increase german', 'patient increase spanish', 'patient increase french', 'patient increase german']","['receive', 'evaluate', 'induce', 'vaccinate', 'treat', 'include', 'use', 'increase', 'neutralize']",16
264,GROUP,ORG,"['adult diagnose virus-specific', 'adult diagnose igg', 'adult vaccinate virus-specific', 'adult vaccinate igg', 'adult receive virus-specific', 'adult receive igg', 'patient deplete nhl', 'patient include nhl']","['diagnose', 'vaccinate', 'deplete', 'include', 'receive']",66
265,GROUP,ORGANISM,"['patient generate convalescent', 'patient generate convalescent', 'patient boost convalescent', 'adult provide human', 'child provide human', 'adult capitalize human', 'child capitalize human', 'adult establish human']","['establish', 'provide', 'capitalize', 'generate', 'boost']",57
266,GROUP,SIGN_OR_SYMPTOM,"['health professionals make anesthesia', 'patient relate hepatopathies', 'participant make anesthesia', 'patient generalize symptom', 'patient develop symptom', 'patient consider symptom', 'participant relate symptom', 'patient induce symptom']","['generalize', 'induce', 'relate', 'make', 'consider', 'develop']",14
267,GROUP,SUBSTRATE,"['patient include blood', 'infant age blood', 'child evaluate blood', 'parent evaluate blood', 'child compare blood', 'parent compare blood', 'child compare blood', 'child affect blood']","['compare', 'associate', 'boost', 'age', 'evaluate', 'induce', 'include', 'affect']",14
268,GROUP,TISSUE,"['patient diagnose connective tissue', 'patient benefit peripheral', 'patient exist peripheral', 'woman characterize placenta', 'woman base peripheral', 'woman emerge peripheral', 'woman induce peripheral', 'patient undergo nodal']","['base', 'diagnose', 'characterize', 'undergo', 'exist', 'induce', 'benefit', 'emerge']",20
269,GROUP,VIRUS,"['patient age ic43', 'patient include ic43', 'patient induce ic43', 'woman vaccinate sputnik', 'child nest rotavirus', 'child nest rotavirus', 'patient test nl63', 'patient observe nl63']","['test', 'observe', 'collect', 'age', 'aim', 'review', 'induce', 'vaccinate', 'nest', 'include']",14
270,IMMUNE_RESPONSE,BACTERIUM,['immunity induce intracellular'],['induce'],1
271,IMMUNE_RESPONSE,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,"['immunization evaluate naris', 'immunization include naris', 'immunity include oral', 'immunity include parenteral', 'immunity associate oral', 'immunity associate parenteral']","['evaluate', 'include', 'associate']",6
272,IMMUNE_RESPONSE,BODY_SUBSTANCE,"['immunity receive serum', 'immunity die serum', 'immunity use serum', 'immunity optimize plasma']","['optimize', 'use', 'receive', 'die']",4
273,IMMUNE_RESPONSE,CARDINAL,"['immunization die 133', 'immunization observe 133', 'immunity decrease two', 'immunity decrease 15-months', 'immunity circulate four', 'immunity circulate one', 'immunity use 183', 'immunity use 529']","['mediate', 'observe', 'decrease', 'show', 'circulate', 'die', 'perform', 'use']",11
274,IMMUNE_RESPONSE,CELL,"['immunization induce b cell', 'immunization show b cell', 'immunization induce b cell', 'immunity receive cellular', 'innate induce cell', 'innate induce cell', 'immune induce cell', 'immune induce cell']","['compare', 'collect', 'show', 'induce', 'vaccinate', 'receive', 'emerge']",17
275,IMMUNE_RESPONSE,CHEMICAL,"['immunization need vaccine', 'immunity receive cxcl13', 'immunity die cxcl13', 'immunotherapy receive mrna-1273', 'immunotherapy receive vaccine', 'immunity receive bnt162b2', 'immunity receive mrna', 'immunity receive vaccine']","['need', 'receive', 'die']",82
276,IMMUNE_RESPONSE,CORONAVIRUS,"['immunity protect covid-19', 'immunity protect coronavirus', 'immunity protect sars-cov-2', 'immunity cause sars-cov-2', 'immunotherapy receive covid-19', 'immunity receive ncov-19', 'immunity establish ncov-19', 'immunization evaluate sars-cov-2']","['establish', 'cause', 'evaluate', 'protect', 'receive']",31
277,IMMUNE_RESPONSE,DISEASE_OR_SYNDROME,"['immunization become respiratory syndrome', 'immunity protect respiratory syndrome', 'immunotherapy recommend solid cancers', 'immunotherapy recommend glioma', 'immunity develop hepatitis b', 'immunity develop hepatitis b', 'immunity develop hepatitis b', 'immunity develop hepatitis b']","['recommend', 'protect', 'develop', 'become']",35
278,IMMUNE_RESPONSE,EUKARYOTE,['immunization attenuate sporozoite'],['attenuate'],1
279,IMMUNE_RESPONSE,FOOD,['immunity use boost'],['use'],1
280,IMMUNE_RESPONSE,GENE_OR_GENOME,"['immunization show bnt162b2', 'immunity receive chadox1', 'immunity establish chadox1', 'immunotherapy recommend lgg', 'immunization evaluate cd4 cell', 'immunization evaluate cpg1018-alum', 'immunization evaluate as37', 'immunization include cd4 cell']","['establish', 'recommend', 'show', 'evaluate', 'include', 'receive']",44
281,IMMUNE_RESPONSE,GPE,"['immunotherapy evaluate madrid', 'immunotherapy evaluate spain']",['evaluate'],2
282,IMMUNE_RESPONSE,GROUP,"['immunity develop patient', 'immunity receive patient', 'immunotherapy include patient', 'immunity prevent patient', 'immunity prevent patient', 'immunity reduce patient', 'immunity use patient', 'immunotherapy mandate patient']","['prevent', 'reduce', 'develop', 'mandate', 'include', 'use', 'receive']",23
283,IMMUNE_RESPONSE,IMMUNE_RESPONSE,"['immunotherapy include immune-stimulants', 'immunotherapeutic evaluate immunotherapy', 'immunization use immunity', 'immunization investigate immunity', 'immunization elicit immunity', 'immunization exploit immunity']","['evaluate', 'investigate', 'include', 'exploit', 'use', 'elicit']",6
284,IMMUNE_RESPONSE,LOC,"['immunity bind east', 'immunity neutralize east']","['bind', 'neutralize']",2
285,IMMUNE_RESPONSE,NORP,"['immunity investigate chinese', 'immunity circulate czech', 'immunity use spanish']","['investigate', 'use', 'circulate']",3
286,IMMUNE_RESPONSE,ORG,['immunity circulate hiv-1'],['circulate'],1
287,IMMUNE_RESPONSE,ORGANISM,"['immunity develop hbv', 'immunization vaccinate mouse', 'immunization detect mouse', 'immunization attenuate falciparum', 'immunity detect human']","['detect', 'develop', 'vaccinate', 'attenuate']",5
288,IMMUNE_RESPONSE,SIGN_OR_SYMPTOM,['immunity use symptom'],['use'],1
289,IMMUNE_RESPONSE,SUBSTRATE,"['immunization vaccinate secretion', 'immunity perform secretion']","['perform', 'vaccinate']",2
290,IMMUNE_RESPONSE,TISSUE,"['immunization evaluate bronchoalveolar lavage', 'immunization evaluate pharynx', 'immunization include bronchoalveolar lavage', 'immunization include pharynx', 'innate induce th2', 'immune induce th2', 'innate show th2', 'immune show th2', 'innate compare th2', 'immune compare th2']","['compare', 'show', 'evaluate', 'induce', 'include']",10
291,IMMUNE_RESPONSE,VIRUS,['immunity base ebov'],['base'],1
292,INJURY_OR_POISONING,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,['bite evaluate salivary'],['evaluate'],1
293,INJURY_OR_POISONING,CARDINAL,['ejection induce one-month'],['induce'],1
294,INJURY_OR_POISONING,CELL,['biting include brazil'],['include'],1
295,INJURY_OR_POISONING,CHEMICAL,['bite evaluate peptide'],['evaluate'],1
296,INJURY_OR_POISONING,DISEASE_OR_SYNDROME,"['biting include dengue', 'biting include dengvaxia']",['include'],2
297,INJURY_OR_POISONING,EUKARYOTE,"['bite evaluate anopheles', 'bite evaluate anopheles']",['evaluate'],2
298,INJURY_OR_POISONING,GENE_OR_GENOME,['bite evaluate gsg6-p1'],['evaluate'],1
299,LIVESTOCK,CARDINAL,"['poultry need seven', 'poultry avoid seven', 'chicken reduce 500', 'chicken reduce 500', 'chicken reduce 500', 'steer consider 271', 'pig challenge one']","['challenge', 'need', 'reduce', 'avoid', 'consider']",7
300,LIVESTOCK,CELL,"['swine cause csfv', 'piglet test csfv', 'piglet test csfv', 'piglet induce csfv', 'sow induce csfv', 'piglet receive csfv', 'sow receive csfv']","['cause', 'induce', 'test', 'receive']",7
301,LIVESTOCK,CHEMICAL,"['piglet elicit iron deficiency', 'poultry need vaccine based', 'poultry need vaccine', 'poultry need vaccine', 'poultry avoid vaccine based', 'poultry avoid vaccine', 'piglet prim vaccine', 'piglet test vaccine']","['test', 'need', 'prim', 'avoid', 'elicit']",36
302,LIVESTOCK,CORONAVIRUS,"['steer consider coronavirus', 'steer lactate coronavirus', 'calf lactate coronavirus']","['consider', 'lactate']",3
303,LIVESTOCK,DISEASE_OR_SYNDROME,"['pig vaccinate lung lesions', 'pig vaccinate viremia', 'pig vaccinate hyopneumoniae', 'piglet prim vacv', 'piglet boost vacv', 'herd prevent uraemia', 'herd reduce uraemia', 'steer consider parainfluenza']","['prevent', 'reduce', 'prim', 'vaccinate', 'consider', 'boost']",17
304,LIVESTOCK,EUKARYOTE,['pig provide guinea'],['provide'],1
305,LIVESTOCK,FAC,"['piglet farrow e2', 'piglet test e2']","['test', 'farrow']",2
306,LIVESTOCK,GENE_OR_GENOME,"['piglet farrow mlv', 'pig vaccinate prrsv', 'pig vaccinate prrsv', 'poultry need ib h120', 'poultry need h120', 'poultry need h120', 'poultry need h120', 'poultry avoid ib h120']","['need', 'avoid', 'vaccinate', 'farrow']",42
307,LIVESTOCK,GROUP,"['herd prevent patient', 'herd prevent patient', 'herd reduce patient']","['prevent', 'reduce']",3
308,LIVESTOCK,IMMUNE_RESPONSE,"['poultry need immunity', 'poultry need immunity', 'poultry avoid immunity', 'poultry avoid immunity']","['need', 'avoid']",4
309,LIVESTOCK,LIVESTOCK,"['poultry need chicken', 'poultry need chicken', 'poultry need chicken', 'poultry avoid chicken', 'poultry avoid chicken', 'poultry avoid chicken', 'swine cause pig', 'piglet test sow']","['test', 'cause', 'need', 'lactate', 'avoid', 'consider', 'affect', 'increase']",18
310,LIVESTOCK,LOC,"['piglet prim gp5-mosaic', 'piglet prim gp5-mosaic', 'piglet boost gp5-mosaic']","['boost', 'prim']",3
311,LIVESTOCK,NORP,"['poultry need european', 'poultry avoid european']","['need', 'avoid']",2
312,LIVESTOCK,ORGANISM,"['piglet test porcine', 'piglet induce porcine', 'sow induce porcine']","['induce', 'test']",3
313,LIVESTOCK,TISSUE,"['chicken treat boulardiikg', 'chicken treat boulardiikg', 'chicken treat boulardiikg', 'chicken reduce boulardiikg', 'chicken reduce boulardiikg', 'chicken reduce boulardiikg']","['reduce', 'treat']",6
314,LIVESTOCK,VIRUS,"['steer consider herpesvirus', 'steer lactate herpesvirus', 'calf lactate herpesvirus', 'pig select prrsv']","['select', 'consider', 'lactate']",4
315,LOC,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,"['gp5-mosaic base lung', 'gp5-mosaic induce lung', 'gp5-mosaic show lung']","['base', 'induce', 'show']",3
316,LOC,BODY_SUBSTANCE,"['gp5-mosaic base serum', 'gp5-mosaic induce serum']","['base', 'induce']",2
317,LOC,CARDINAL,"['meta-analyze observe 15310', 'first-trimester follow 228', 'europe induce 2021', 'africa need two', 'africa inform two', 'africa observe 130', 'ili-related receive 298', 'algel-imdg report 190', 'west provide three']","['observe', 'need', 'provide', 'inform', 'induce', 'follow', 'receive', 'report']",9
318,LOC,CELL,"['gp5-mosaic base bal', 'gp5-mosaic induce bal', 'gp5-mosaic show bal', 'shangcheng use china', 'bnt162b2 document peritoneal', 'africa cause brazil', 'strain-specific profile memory']","['base', 'cause', 'show', 'profile', 'induce', 'document', 'use']",7
319,LOC,CHEMICAL,"['cd103 decrease cytokine', 'cd103 decrease cytokine', 'diphteria-poliomyelitis-tetanus combine influenza', 'south central provide medicine', 'south central detect medicine', 'rbd-specific receive antibody', 'rbd-specific recur vaccine', 'rbd-specific recur antibody']","['detect', 'combine', 'decrease', 'provide', 'recur', 'receive']",42
320,LOC,CORONAVIRUS,"['europe induce covid-19', 'mount test sars-cov-2-specific']","['induce', 'test']",2
321,LOC,DISEASE_OR_SYNDROME,"['pregnancy-specific associate infection', 'pregnancy-specific evaluate infection', 'oma affect cancer', 'gp5-mosaic boost vacv', 'bnt162b2 improve immunocompromised', 'europe induce death', 'europe induce cancer', 'africa need immunodeficiency']","['associate', 'need', 'evaluate', 'induce', 'flush', 'improve', 'boost', 'affect', 'use', 'receive']",17
322,LOC,GENE_OR_GENOME,"['cd103 decrease il-17a', 'cd103 decrease il-17a', 'spike detect th1', '-specific detect th1', '2017-19 relate ah1n1pdm09', '2017-19 hospitalize ah1n1pdm09', 'virus-specific induce cd8 cells', 'virus-specific induce th1']","['detect', 'decrease', 'induce', 'relate', 'hospitalize']",35
323,LOC,GPE,"['south central provide uk', 'south central detect uk', 'europe induce uk', 'quantify acquire hai']","['induce', 'provide', 'detect', 'acquire']",4
324,LOC,GROUP,"['virus-specific induce patient', 'pregnancy-specific receive woman', 'bnt162b2 document patient', 'europe induce patient', 'africa need adult', 'africa inform adult', 'last mandate patient', 'last contract patient', 'algel-imdg report participant']","['need', 'contract', 'inform', 'induce', 'document', 'mandate', 'receive', 'report']",9
325,LOC,IMMUNE_RESPONSE,['cd103 observe immunization'],['observe'],1
326,LOC,LOC,"['2017-19 relate eastern india', 'gmt244 use gmt15354']","['use', 'relate']",2
327,LOC,ORG,"['p receive summary', 'europe induce eu', 'peninsula emerge case-fatality', 'mount test igg']","['induce', 'test', 'receive', 'emerge']",4
328,LOC,ORGANISM,"['africa need people', 'africa inform people']","['need', 'inform']",2
329,LOC,TISSUE,"['gp5-mosaic base bronchoalveolar lavage', 'gp5-mosaic base alveolar', 'gp5-mosaic induce bronchoalveolar lavage', 'gp5-mosaic induce alveolar', 'gp5-mosaic show bronchoalveolar lavage', 'th1 exceed th2']","['base', 'induce', 'exceed', 'show']",6
330,NORP,BACTERIUM,"['danish approve mycobacterium', 'danish classify mycobacterium']","['classify', 'approve']",2
331,NORP,CARDINAL,"['indian receive two', 'indian receive six', 'indian receive one', 'indian vary six', 'indian vary one', 'indian range six', 'indian range one', 'brazilian use 2021']","['receive', 'vary', 'dose', 'provide', 'characterize', 'see', 'include', 'range', 'use']",18
332,NORP,CHEMICAL,"['intra-cellular show combinations ifnÃ\x83\x83Ã\x83\x82Ã\x82Â³', 'intra-cellular show il-2', 'low-dose include vaccine', 'danish approve vaccine', 'danish approve vaccine', 'danish classify vaccine', 'danish classify vaccine', 'israeli start bnt162b2']","['classify', 'show', 'start', 'include', 'approve']",38
333,NORP,CORONAVIRUS,"['danish approve covid-19', 'danish classify covid-19', 'brazilian relate coronavirus', 'brazilian relate sars-cov-2', 'brazilian relate covid-19-related', 'brazilian use covid-19', 'brazilian use covid-19', 'brazilian characterize covid-19']","['classify', 'characterize', 'approve', 'relate', 'use']",18
334,NORP,DISEASE_OR_SYNDROME,"['danish approve bacterial infection', 'danish approve allergy', 'danish approve infection', 'danish approve tuberculosis', 'danish approve tuberculosis', 'danish approve fever', 'danish approve immunocompromised', 'danish classify bacterial infection']","['classify', 'approve']",25
335,NORP,EUKARYOTE,['anti-pcsk9 use rat'],['use'],1
336,NORP,FOOD,"['spanish use boost', 'simian observe boost']","['use', 'observe']",2
337,NORP,GENE_OR_GENOME,"['intra-cellular show cd4 cells', 'intra-cellular show cd8', 'intra-cellular show tnf-Ã\x83\x83Ã\x83\x82', 'american establish rsv', 'american observe aap 2014', 'american observe rsv', 'american randomize rsv', 'south africans induce alvac-hiv']","['establish', 'observe', 'show', 'induce', 'randomize']",28
338,NORP,GPE,['egyptian induce egypt'],['induce'],1
339,NORP,GROUP,"['american establish infant', 'american observe infant', 'american randomize infant', 'american reduce infant', 'egyptian induce child', 'italian increase patient', 'italian increase patient', 'italian increase patient']","['establish', 'observe', 'reduce', 'induce', 'randomize', 'increase']",20
340,NORP,IMMUNE_RESPONSE,"['south africans induce immunization', 'south africans aim immunization', 'european base immunisation', 'indian challenge immunization', 'indian receive immunization', 'indian vary immunization', 'indian range immunization']","['challenge', 'vary', 'base', 'induce', 'aim', 'range', 'receive']",7
341,NORP,LOC,['sudanese observe leish2a'],['observe'],1
342,NORP,NORP,"['italian increase spanish', 'italian increase french', 'italian increase german']",['increase'],3
343,NORP,ORG,"['italian test siemens-healthineers', 'azd1222 make coronavac']","['test', 'make']",2
344,NORP,ORGANISM,"['indian age gut-homing', 'indian include gut-homing', 'second defer people', 'czech see people', 'danish show adenoviral', 'danish prevent adenoviral', 'swedish imply patient']","['defer', 'imply', 'prevent', 'show', 'see', 'age', 'include']",7
345,NORP,SIGN_OR_SYMPTOM,['spanish use symptom'],['use'],1
346,NORP,SUBSTRATE,['indian age blood'],['age'],1
347,NORP,TISSUE,['indian age peripheral'],['age'],1
348,NORP,VIRUS,"['egyptian induce cytomegalovirus', 'indian receive zikv', 'indian vary zikv', 'indian range zikv', 'american reduce listserv']","['vary', 'reduce', 'induce', 'range', 'receive']",5
349,ORG,BACTERIUM,"['igg observe streptococcus', 'igg observe streptococcus']",['observe'],2
350,ORG,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,"['igg neutralize second', 'igg confirm second', 'astra fund zeneca', 'ed receive forehead', 'ed receive left', 'ed receive eyebrow', 'ed receive eye', 'ed receive extremity']","['receive', 'fund', 'reopen', 'confirm', 'induce', 'elicit', 'neutralize']",14
