,doc_id,sent_id,triple_list,Unnamed: 0,abstract_sents
880,218.0,4.0,"['crp randomize 126', 'c21 randomize 126', '085 randomize 126']",2297,study period 21 july 13 october 2020 findings 106 patients randomised included analysis 51 c21 55 placebo 
881,218.0,6.0,"['725 reduce 220', '725 reduce 112', '725 reduce 441', '545 reduce 220', '545 reduce 112', '545 reduce 441', 'patient reduce 220', 'patient reduce 112', 'patient reduce 441', 'oxygen reduce 220', 'oxygen reduce 112', 'oxygen reduce 441', 'c21 reduce 220', 'c21 reduce 112', 'c21 reduce 441', '725 need patient', '725 need oxygen', '725 need c21', '725 need 220', '725 need 112', '725 need 441']",2299,secondary analysis patients requiring supplemental oxygen randomisation crp reduced c21 group compared placebo 
882,218.0,8.0,"['patient show one', 'patient show four', 'patient show one', 'patient show three', 'patient need one', 'patient need three', 'one need three', 'four need one', 'four need three', 'patient need one', 'patient need three']",2301,post hoc analysis showed day 14 proportion patients requiring supplemental oxygen 98 80 c21 group compared placebo 125 90 ci 29 126 
883,218.0,10.0,"['patient induce crp', 'covid-19 induce crp']",2303,treatment c21 safe well tolerated 
884,218.0,11.0,['post-hoc hospitalize oxygen'],2304,interpretation among hospitalised patients covid-19 receiving c21 7 days reduction crp compared placebo 
885,219.0,0.0,['b1617 detect india'],2307,recently multiple sars-cov-2 variants detected across globe 
886,219.0,2.0,"['b16172 observe b16171', 'b16172 observe b6173']",2309,high transmissibility observed lineage led daily increase number sars-cov-2 infections 
887,219.0,4.0,['b1351 describe vaccine'],2311, world health organization described b16172 variant concern 
888,219.0,6.0,"['covid-19 evaluate vaccinee', 'two evaluate covid-19', 'two evaluate vaccinee']",2313,increasing threat sars-cov-2 variants imperative assess efficacy currently available vaccines variants 
889,219.0,7.0,"['b1351 collect sars-cov-2', 'b1351 collect vaccine', 'b1351 collect bbv152', 'b1351 collect voc', 'whole-virion collect sars-cov-2', 'whole-virion collect vaccine', 'whole-virion collect bbv152', 'whole-virion collect voc', 'whole-virion collect b1351', 'b1351 receive voc', 'whole-virion receive voc', 'whole-virion receive b1351', 'sars-cov-2 receive voc', 'sars-cov-2 receive b1351', 'vaccine receive voc', 'vaccine receive b1351']",2314, evaluated neutralization potential sera collected covid-19 recovered cases n20 vaccinees two doses bbv152 n17 b1351 b16172 compared prototype b1 d614g variantthe finding study demonstrated reduction neutralization titers sera covid-19 recovered cases 33-fold 46-fold bbv152 vaccinees 3 
890,221.0,4.0,"['second reduce p', 'second reduce vaccine', 'second reduce p', 'second reduce sars-cov-2', 'second reduce two', 'second reduce vaccine', 'second reduce infection']",2335,results odds new sars-cov-2 infection reduced 65 95 ci 60 70 p 0001 ÃÂÂ 21 days since first vaccination second dose versus unvaccinated individuals without evidence prior infection rt-pcr antibody 
891,221.0,5.0,"['sars-cov-2 see two', 'sars-cov-2 see symptom', 'sars-cov-2 see two', 'sars-cov-2 see p']",2336,vaccinated largest reduction odds seen post second dose 70 95 ci 62 77 p 0001 there evidence benefits varied oxford-astrazeneca pfizer-biontech vaccines p 09 there evidence difference odds new sars-cov-2 infection individuals received two vaccine doses evidence prior infection vaccinated p089 
892,221.0,6.0,"['pfizer-biontech reduce two', 'pfizer-biontech reduce sars-cov-2']",2337,vaccination greater impact reducing sars-cov-2 infections evidence high viral shedding ct 30 88 reduction two doses 95 ci 80 93 p 0001 self-reported symptoms 90 reduction two doses 95 ci 82 94 p 0001 effects similar different gene positivity patterns 
893,222.0,3.0,"['coronavirus treat 2020', 'coronavirus treat measles-mumps-rubella', 'coronavirus treat mid-april', 'coronavirus treat 2020', 'covid-19 treat 2020', 'covid-19 treat measles-mumps-rubella', 'covid-19 treat mid-april', 'covid-19 treat 2020']",2344,due limitation ecological study design interpretation results treated caution 
894,223.0,0.0,"['one evaluate antibody', 'immunity evaluate antibody']",2345,using electronic health records assessed early impact coronavirus disease covid-19 routine childhood vaccination england 26 april 2020 measles-mumps-rubella vaccination counts fell february 2020 3 weeks introduction physical distancing measures 19 8 lower 95 confidence interval ÃÂÂ20 7 ÃÂÂ18 9 period 2019 improving mid-april gradual decline hexavalent vaccination counts throughout 2020 accentuated physical distancing
895,224.0,4.0,"['immunity circulate four', 'immunity circulate czech', 'immunity circulate antibody', 'immunity circulate one', 'sars-cov-2 circulate four', 'sars-cov-2 circulate czech', 'sars-cov-2 circulate antibody', 'sars-cov-2 circulate one']",2350,information repeatedly questions antibody measurement significance circulating among professionals general public 
896,224.0,7.0,"['immunization vaccinate sputnik', 'immunization vaccinate v', 'immunization vaccinate vaccine', 'worker vaccinate sputnik', 'worker vaccinate v', 'worker vaccinate vaccine']",2353,acknowledging naturally acquired anti-infective immunity addition vaccinated individuals significantly increase perceived level collective immunity 
897,225.0,1.0,"['2021 base 707', '2021 base worker', 'buenos base 707', 'buenos base worker', 'aire base 707', 'aire base worker']",2355,safety 72 h post-immunization analyzed based self-reported form 
898,225.0,5.0,"['muscle pain report diarrhea', '968 report diarrhea', 'participant report diarrhea', 'fever report diarrhea']",2359,total number esavis 1434 total 469 local reactions reported 57 participants reported pain injection site 11 redness swelling 
899,225.0,6.0,['five inform one'],2360,total 968 systemic reactions informed including new worsened muscle pain referred 58 participants fever referred 40 diarrhea referred 5 
900,225.0,7.0,"['hr 138 hospitalize 630', 'hr 138 hospitalize 280', 'hr 138 hospitalize 132-538', '113-538 hospitalize 630', '113-538 hospitalize 280', '113-538 hospitalize 132-538', 'worker hospitalize 630', 'worker hospitalize 280', 'worker hospitalize 132-538']",2361,five percent n 34 serious adverse events one participant hospitalized 
901,225.0,11.0,"['fatality need death', 'inpatient need death', 'covid-19 need death', 'fatality stratify inpatient', 'fatality stratify covid-19', 'fatality stratify patient', 'fatality stratify death']",2365,studies long-term safety stratified sex age needed 
902,226.0,3.0,['second base june'],2369,methods retrospective study based administrative health data electronic case records inpatients consecutively admitted niguarda hospital 21 february 8 november 2020 results overall cfr 18 observed 
903,226.0,10.0,"['vaccine design inpatient', 'vaccine design fatality', 'multi-wave design inpatient', 'multi-wave design fatality']",2376,reasons improvement investigated plan exit strategy case future outbreaks 
904,226.0,19.0,"['south observe covid-19', 'south observe 2021', 'south observe 173', 'south observe anaphylaxis', 'south observe immunisation', 'south observe anaphylaxis', 'korea observe covid-19', 'korea observe 2021', 'korea observe 173', 'korea observe anaphylaxis', 'korea observe immunisation', 'korea observe anaphylaxis']",2385,supplementary information online version contains supplementary material available 101007s10389-021-01675-y 
905,227.0,0.0,['182 treat vaxzevria'],2386,south korea mass vaccination programme administered 38 million doses covid-19 vaccinations 26 february 30 april 2021 173 suspected anaphylaxis reports nationwide monitoring system adverse events following immunisation 44 anaphylaxis cases confirmed using brighton collaboration case definitions 
906,227.0,2.0,"['coronavirus receive covid-19', 'sars receive covid-19', 'cov-2 receive covid-19']",2388,median time onset 14 min vaccination cases recovered time review 
907,228.0,1.0,"['africa need immunodeficiency', 'africa need adult', 'africa need people', 'africa need plwh', 'africa need two', 'africa need vaccine', 'africa need matrix-m1', 'africa inform adult', 'africa inform people', 'africa inform plwh', 'africa inform two', 'africa inform vaccine', 'africa inform matrix-m1', 'human inform adult', 'human inform people', 'human inform plwh', 'human inform two', 'human inform vaccine', 'human inform matrix-m1', 'immunodeficiency inform adult', 'immunodeficiency inform people', 'immunodeficiency inform plwh', 'immunodeficiency inform two', 'immunodeficiency inform vaccine', 'immunodeficiency inform matrix-m1']",2390,evaluation covid-19 vaccine efficacy sars-cov-2 variants urgently needed inform vaccine development use 
908,228.0,2.0,"['vaccine randomize covid-19', 'vaccine randomize sars-cov-2', 'vaccine randomize participant', 'vaccine blind sars-cov-2', 'vaccine blind participant']",2391,methods phase 2ab multicenter randomized observer-blinded placebo-controlled trial south africa healthy human immunodeficiency virus hiv -negative adults 18 84 years medically stable people living hiv plwh 18 84 years randomized 11 ratio receive two doses administered 21 days apart either nvx-cov2373 nanoparticle vaccine 5 micrograms recombinant spike protein 50 micrograms matrix-m1 adjuvant placebo 
909,229.0,1.0,"['cohort compare spike-protein', 'cohort compare diasorin', 'cohort compare roche', 'cohort compare 194', 'cohort compare patient', 'cohort compare 141', 'cohort compare cirrhosis', 'cohort compare a-c', 'cohort induce diasorin', 'cohort induce roche', 'cohort induce 194', 'cohort induce patient', 'cohort induce 141', 'cohort induce cirrhosis', 'cohort induce a-c', 'spike-protein induce diasorin', 'spike-protein induce roche', 'spike-protein induce 194', 'spike-protein induce patient', 'spike-protein induce 141', 'spike-protein induce cirrhosis', 'spike-protein induce a-c']",2404,aimed comparing vaccine-induced humoral t-cell responses vulnerable patient groups 
910,229.0,5.0,"['recipient perform cirrhotic', 'recipient perform patient']",2408,results second vaccination seroconversion achieved 63 lt recipients 100 cirrhotic patients controls using anti-s trimer assay 
911,229.0,8.0,"['recipient develop 457', 'recipient develop arterial', 'recipient develop hypertension', 'recipient develop calcineurin', 'recipient develop inhibitor']",2411,altogether 28 lt recipients neither develop humoral t-cell response second vaccination 
912,230.0,2.0,"['brain aim adenosine', 'brain aim triphosphate', 'brain aim atp']",2417,persons targeted one aims prevent ad 
913,230.0,3.0,"['cerebral need beta aÃ\x83\x83Ã\x83\x82Ã\x82Â²', 'cerebral need amyloid', 'cerebral need pyroglutamate', 'cerebral need synaptic', 'cerebral need atp', 'cerebral need hypometabolism', 'synaptic need beta aÃ\x83\x83Ã\x83\x82Ã\x82Â²', 'synaptic need amyloid', 'synaptic need pyroglutamate', 'synaptic need atp', 'synaptic need hypometabolism', 'hypometabolism need beta aÃ\x83\x83Ã\x83\x82Ã\x82Â²', 'hypometabolism need amyloid', 'hypometabolism need pyroglutamate', 'hypometabolism need synaptic', 'hypometabolism need atp', 'hypometabolism need beta aÃ\x83\x83Ã\x83\x82Ã\x82Â²', 'hypometabolism need amyloid', 'hypometabolism need pyroglutamate', 'hypometabolism need synaptic', 'hypometabolism need atp']",2418,synaptic hypometabolism implies brain s availability adenosine triphosphate atp inadequate performance required synaptic functions 
914,230.0,4.0,"['cyclophilin confirm atp', 'cyclophilin confirm atp', 'cyclophilin reduce atp']",2419,review first describes basis asserting reduced cerebral uptake 18 fÃÂÂfdg accurately reflects synaptic hypometabolism second explains basis asserting hypometabolism implies inadequate atp third shows amyloid beta aÃÂ² aÃÂ² modified pyroglutamate become molecule termed pe 3 aÃÂ² cyclophilinÃÂÂd concert main contributors inadequate synaptic atp therefore reducing levels would neutralize combined effect correct hypometabolism 
915,230.0,5.0,"['mrna reduce person', 'vaccine reduce person', 'brain reduce person', 'atp reduce person']",2420,pe 3 aÃÂ² neurotoxic unmodified aÃÂ² cyclophilin inhibits atp synthase reduces atp formation 
916,230.0,6.0,"['sars-cov-2 describe covid-19', 'immunity describe covid-19']",2421,finally review describes mrna selfÃÂÂreplicating vaccine raise brain levels atp reducing aÃÂ² pyroglutamateÃÂÂmodified aÃÂ² cyclophilinÃÂÂd therebyÃÂÂin cognitively normal elderly persons synaptic hypometabolismÃÂÂprevent initiation process terminates ad 
917,231.0,0.0,"['sars-cov-2 base 963', 'sars-cov-2 base covid-19']",2422,understanding antibody-based sars-cov-2 immunity critical overcoming covid-19 pandemic informing vaccination strategies 
918,231.0,5.0,"['half-lives observe igg', 'half-lives observe igg', '147 observe igg', '147 observe igg', 'serum observe igg', 'serum observe igg']",2427,loss reactivity virus spike protein observed 13 individuals 10 months infection 
919,232.0,2.0,"['plasmodium inform msp1', 'plasmodium inform vaccine', 'plasmodium inform igg', 'plasmodium inform plasma']",2432,serological assays provide population-level infection history inform elimination campaigns 
920,232.0,3.0,"['236 use human', '236 use plasmodium', '236 use plasmodium', '236 use plasmodium', '236 use malariae', '236 use plasmodium', '236 use igg', '236 use pvrmc-msp1', '236 use four', '236 use msp1-19', '236 use isoforms', '236 use plasmodium', 'traveller use human', 'traveller use plasmodium', 'traveller use plasmodium', 'traveller use plasmodium', 'traveller use malariae', 'traveller use plasmodium', 'traveller use igg', 'traveller use pvrmc-msp1', 'traveller use four', 'traveller use msp1-19', 'traveller use isoforms', 'traveller use plasmodium', 'four use human', 'four use plasmodium', 'four use plasmodium', 'four use plasmodium', 'four use malariae', 'four use plasmodium', 'four use igg', 'four use pvrmc-msp1', 'four use msp1-19', 'four use isoforms', 'four use plasmodium', '236 base four', '236 base plasmodium', '236 base human', '236 base plasmodium', '236 base plasmodium', '236 base plasmodium', '236 base malariae', '236 base plasmodium', '236 base igg', '236 base pvrmc-msp1', '236 base four', '236 base msp1-19', '236 base isoforms', '236 base plasmodium', 'traveller base four', 'traveller base plasmodium', 'traveller base human', 'traveller base plasmodium', 'traveller base plasmodium', 'traveller base plasmodium', 'traveller base malariae', 'traveller base plasmodium', 'traveller base igg', 'traveller base pvrmc-msp1', 'traveller base four', 'traveller base msp1-19', 'traveller base isoforms', 'traveller base plasmodium', '236 evaluate plasmodium', '236 evaluate plasmodium', '236 evaluate plasmodium', '236 evaluate malariae', '236 evaluate plasmodium', '236 evaluate igg', '236 evaluate pvrmc-msp1', '236 evaluate four', '236 evaluate msp1-19', '236 evaluate isoforms', '236 evaluate plasmodium', 'traveller evaluate plasmodium', 'traveller evaluate plasmodium', 'traveller evaluate plasmodium', 'traveller evaluate malariae', 'traveller evaluate plasmodium', 'traveller evaluate igg', 'traveller evaluate pvrmc-msp1', 'traveller evaluate four', 'traveller evaluate msp1-19', 'traveller evaluate isoforms', 'traveller evaluate plasmodium', 'four evaluate plasmodium', 'four evaluate plasmodium', 'four evaluate plasmodium', 'four evaluate malariae', 'four evaluate plasmodium', 'four evaluate igg', 'four evaluate pvrmc-msp1', 'four evaluate msp1-19', 'four evaluate isoforms', 'four evaluate plasmodium', 'plasmodium evaluate malariae', 'plasmodium evaluate igg', 'plasmodium evaluate pvrmc-msp1', 'plasmodium evaluate four', 'plasmodium evaluate msp1-19', 'plasmodium evaluate isoforms', '236 design igg', '236 design pvrmc-msp1', '236 design four', '236 design msp1-19', '236 design isoforms', '236 design plasmodium', 'traveller design igg', 'traveller design pvrmc-msp1', 'traveller design four', 'traveller design msp1-19', 'traveller design isoforms', 'traveller design plasmodium', 'four design igg', 'four design pvrmc-msp1', 'four design msp1-19', 'four design isoforms', 'four design plasmodium', 'plasmodium design igg', 'plasmodium design pvrmc-msp1', 'plasmodium design four', 'plasmodium design msp1-19', 'plasmodium design isoforms', 'human design igg', 'human design pvrmc-msp1', 'human design four', 'human design msp1-19', 'human design isoforms', 'human design plasmodium', 'plasmodium design igg', 'plasmodium design pvrmc-msp1', 'plasmodium design four', 'plasmodium design msp1-19', 'plasmodium design isoforms', 'plasmodium design igg', 'plasmodium design pvrmc-msp1', 'plasmodium design four', 'plasmodium design msp1-19', 'plasmodium design isoforms', 'plasmodium design igg', 'plasmodium design pvrmc-msp1', 'plasmodium design four', 'plasmodium design msp1-19', 'plasmodium design isoforms', 'malariae design igg', 'malariae design pvrmc-msp1', 'malariae design four', 'malariae design msp1-19', 'malariae design isoforms', 'malariae design plasmodium', '236 play isoforms', '236 play plasmodium', 'traveller play isoforms', 'traveller play plasmodium', 'four play isoforms', 'four play plasmodium', 'plasmodium play isoforms', 'human play isoforms', 'human play plasmodium', 'plasmodium play isoforms', 'plasmodium play isoforms', 'plasmodium play isoforms', 'malariae play isoforms', 'malariae play plasmodium', 'plasmodium play isoforms', 'igg play isoforms', 'igg play plasmodium', 'pvrmc-msp1 play isoforms', 'pvrmc-msp1 play plasmodium', 'four play isoforms', 'four play plasmodium']",2433,methods bead-based multiplex antibody detection assay used evaluate chimeric plasmodium vivax msp1 protein pvrmc-msp1 designed broadly immunogenic use vaccine studies act pan-malaria serological tool based ability capture igg plasma samples obtained naturally exposed individuals 
921,232.0,4.0,"['plasmodium confirm plasma', 'plasmodium confirm sample', 'plasmodium confirm traveller', 'plasmodium confirm pvrmc-msp1', 'plasmodium confirm 115', 'plasmodium confirm 236', 'plasmodium confirm 487', 'plasmodium infect 115', 'plasmodium infect 236', 'plasmodium infect 487', 'plasma infect 115', 'plasma infect 236', 'plasma infect 487', 'sample infect 115', 'sample infect 236', 'sample infect 487', 'traveller infect 115', 'traveller infect 236', 'traveller infect 487']",2434,samples 236 us travellers pcr confirmed infection status four major plasmodium species infecting humans plasmodium falciparum n 181 plasmodium vivax n 38 plasmodium malariae n 4 plasmodium ovale n 13 tested igg capture using pvrmc-msp1 well four recombinant msp1-19 kd isoforms representative plasmodium species 
922,232.0,5.0,"['infection infect falciparum-', 'infection infect vivax-', 'infection infect 750', 'infection infect malariae-', '387 infect falciparum-', '387 infect vivax-', '387 infect 750', '387 infect malariae-']",2435,results regardless infecting plasmodium species large proportion plasma samples infected us travellers provided high assay signal pvrmc-msp1 chimeric protein 115 high responders 236 samples assessed 487 
923,232.0,7.0,"['pvrmc-msp1 increase pvmsp1', 'pvrmc-msp1 increase 387', 'pvrmc-msp1 increase falciparum-infected', 'pvrmc-msp1 increase traveller', 'pvrmc-msp1 increase pvmsp1', 'antibody increase pvmsp1', 'antibody increase 387', 'antibody increase falciparum-infected', 'antibody increase traveller', 'antibody increase pvmsp1', 'pvrmc-msp1 infect pvmsp1', 'pvrmc-msp1 infect 387', 'pvrmc-msp1 infect falciparum-infected', 'pvrmc-msp1 infect traveller', 'pvrmc-msp1 infect pvmsp1', 'antibody infect pvmsp1', 'antibody infect 387', 'antibody infect falciparum-infected', 'antibody infect traveller', 'antibody infect pvmsp1', 'pvrmc-msp1 compare pvmsp1', 'antibody compare pvmsp1', '387 compare pvmsp1', 'falciparum-infected compare pvmsp1', 'traveller compare pvmsp1']",2437,also determined plasma p vivax-infected individuals produced increased assay signals response pvrmc-msp1 chimera compared recombinant pvmsp1 895 34 38 individuals 
924,232.0,8.0,"['antigen include plasmodium', 'antigen infect plasmodium', 'antigen compare plasmodium']",2438,pvrmc-msp1 also showed improved ability capture igg antibodies p falciparum-infected individuals compared capture recombinant pvmsp1 high assay signals observed 387 p falciparum-infected travellers response pvrmc-msp1 igg capture compared 11 high responders capture recombinant pvmsp1 protein 
925,232.0,9.0,"['plasmodium bind seroestimates', 'bead bind seroestimates', 'igg bind seroestimates', 'plasmodium design igg', 'plasmodium design seroestimates', 'bead design igg', 'bead design seroestimates', 'plasmodium increase igg', 'plasmodium increase seroestimates', 'bead increase igg', 'bead increase seroestimates']",2439,conclusions results support study designed antigens approach increasing sensitivity broadening binding capacity improve existing serological tools determining population-level exposure plasmodium species 
926,232.0,10.0,['malaria coat vivax'],2440,including broad-reacting plasmodium species-specific antigen-coated beads assay panel could provide nuanced view population-level exposure histories extensive igg profile detailed seroestimates 
927,233.0,0.0,"['vaccine approve syndrome', 'vaccine approve coronavirus', 'vaccine approve sars-cov-2', 'vaccine approve 2-dose', 'covid-19 approve syndrome', 'covid-19 approve coronavirus', 'covid-19 approve sars-cov-2', 'covid-19 approve vaccine', 'covid-19 approve 2-dose', 'vaccine need syndrome', 'vaccine need coronavirus', 'vaccine need sars-cov-2', 'vaccine need 2-dose', 'covid-19 need syndrome', 'covid-19 need coronavirus', 'covid-19 need sars-cov-2', 'covid-19 need vaccine', 'covid-19 need 2-dose', 'vaccine treat sars-cov-2', 'vaccine treat 2-dose', 'covid-19 treat sars-cov-2', 'covid-19 treat vaccine', 'covid-19 treat 2-dose', 'syndrome treat sars-cov-2', 'syndrome treat vaccine', 'syndrome treat 2-dose']",2442,two coronavirus disease 2019 covid-19 vaccines currently approved united states require 2 doses administered 3 4 weeks apart 
928,233.0,2.0,"['vaccine base 173', 'vaccine base infection', 'vaccine base cri', 'vaccine base cri', 'vaccine base death', 'vaccine compare 173', 'vaccine compare infection', 'vaccine compare cri', 'vaccine compare cri', 'vaccine compare death', 'vaccine vary infection', 'vaccine vary cri', 'vaccine vary cri', 'vaccine vary death', '173 vary infection', '173 vary cri', '173 vary cri', '173 vary death', 'vaccine follow cri', 'vaccine follow death', '173 follow cri', '173 follow death', 'infection follow cri', 'infection follow death', 'cri follow death']",2444,developed agent-based model covid-19 transmission compare impact 2 vaccination strategies varying temporal waning vaccine efficacy following first dose level preexisting immunity population 
929,233.0,3.0,"['vaccine maximize second', 'vaccine maximize dsd', 'vaccine maximize 3-week', 'cri maximize second', 'cri maximize dsd', 'cri maximize 3-week', 'cri maximize second', 'cri maximize dsd', 'cri maximize 3-week', 'death maximize second', 'death maximize dsd', 'death maximize 3-week', 'vaccine show cri', 'vaccine show cri', 'vaccine show death', 'vaccine show second', 'vaccine show dsd', 'vaccine show 3-week']",2445,results show moderna vaccines delay least 9 weeks could maximize vaccination program effectiveness avert least additional 173 95 credible interval cri 78-297 infections 069 95 cri 052-097 hospitalizations 034 95 cri 025-044 deaths per 10000 population compared recommended 4-week interval 2 doses 
930,233.0,5.0,['vaccine-induced observe optimal'],2447,however clear advantage delaying second dose pfizer-biontech vaccines reducing infections unless efficacy first dose wane time 
931,233.0,6.0,"['vaccine induce brucella', 'vaccine induce outer', 'vaccine induce omp', 'vaccine induce sod', 'human induce brucella', 'human induce outer', 'human induce omp', 'human induce sod', 'brucellosis induce brucella', 'brucellosis induce outer', 'brucellosis induce omp', 'brucellosis induce sod', 'influenza induce brucella', 'influenza induce outer', 'influenza induce omp', 'influenza induce sod', 'rivv induce brucella', 'rivv induce outer', 'rivv induce omp', 'rivv induce sod', 'vaccine observe sod', 'human observe sod', 'brucellosis observe sod', 'influenza observe sod', 'rivv observe sod', 'h5n1 observe sod', 'brucella observe sod', 'outer observe sod', 'omp observe sod']",2448,findings underscore importance quantifying characteristics durability vaccine-induced protection first dose order determine optimal time interval 2 doses 
932,234.0,2.0,"['guinea provide pig', 'guinea provide weight-gain', 'pig provide guinea', 'pig provide weight-gain']",2451,provided data novel vaccine candidate contribute movement preclinical stage study 
933,234.0,3.0,"['vaccine base conjunctival', 'vaccine base 10', 'vaccine base eid', 'vaccine base 10', 'vaccine base eid', 'vaccine base eid', 'vaccine base boost', 'vaccine base animal']",2452,methods general states guinea pigs assessed based behavior dynamics guinea pig weight-gain test 
934,234.0,6.0,"['body evaluate guinea', 'body evaluate pig', 'body evaluate booster', 'body evaluate immunization', 'body evaluate vaccine', 'body evaluate conjunctival', 'body evaluate vaccine', 'body compare vaccine', 'guinea compare vaccine', 'pig compare vaccine', 'booster compare vaccine', 'immunization compare vaccine', 'conjunctival compare vaccine']",2455,protective properties vaccines assessed quantitation brucella colonization organs tissues infected animals compared control groups 
935,234.0,7.0,"['vaccine use infection', 'vaccine use p', 'immunization use infection', 'immunization use p', 'immunization use vaccine', 'guinea use infection', 'guinea use p', 'guinea use vaccine', 'pig use infection', 'pig use p', 'pig use vaccine', 'eid use infection', 'eid use p', 'eid use vaccine', 'guinea use infection', 'guinea use p', 'guinea use vaccine', 'pig use infection', 'pig use p', 'pig use vaccine']",2456,results observed gradual increase body weight guinea pigs prime booster immunization vaccine using conjunctival intranasal sublingual routes administration well using various doses vaccine 
936,234.0,8.0,"['vaccine establish pig', 'brucellosis establish pig', 'vaccine use brucellosis', 'vaccine use immunization', 'vaccine use pig']",2457,optimal way using vaccine established double intranasal immunization guinea pigs dose 10 6 eid 50 provides 80 protection guinea pigs b melitensis 16 infection p 005 comparable results effectiveness commercial b melitensis rev1 vaccine 
937,234.0,11.0,"['czech see coronavirus', 'czech see approximately', 'czech see 2-3', 'czech see people', 'czech see infection', 'republic see coronavirus', 'republic see approximately', 'republic see 2-3', 'republic see people', 'republic see infection', 'one see coronavirus', 'one see approximately', 'one see 2-3', 'one see people', 'one see infection']",2460, image see text 
938,235.0,2.0,['antigen test immunity'],2463,purpose appropriate examine igg antibodies 
939,235.0,4.0,['covid-19 observe antigen'],2465,aim pilot study determine number immune individuals infection three clinics gennet sro 
940,235.0,6.0,"['people vaccinate igg', 'people vaccinate antibody', 'people vaccinate infection', 'people vaccinate 209', 'people vaccinate antibody', 'people vaccinate igg', 'people vaccinate antibody', 'people vaccinate infection', 'people vaccinate 209', 'people vaccinate antibody']",2467,cohort included 297 subjects 182 vaccinated 613 115 subjects 387 vaccination 
941,235.0,8.0,"['people test 581', 'people test liberec', 'people test immune', 'people test infection', 'people test 581', 'people test liberec', 'people test immune', 'people test infection', 'antibody test 581', 'antibody test liberec', 'antibody test immune', 'antibody test infection', '743 test 581', '743 test liberec', '743 test immune', '743 test infection', 'employee test 581', 'employee test liberec', 'employee test immune', 'employee test infection']",2469,far 55 persons 302 examined 
942,235.0,13.0,"['people test infection', 'antibody test infection']",2474,person antibodies tested positive antigen 
943,235.0,16.0,"['influenza vaccines include vaccine', 'low-dose include vaccine']",2477,based study recommend including antibody testing antiepidemic measures limit antigen testing seronegative individuals 
944,236.0,1.0,"['embase inform influenza', '2020 inform influenza', 'age inform influenza']",2479,objective compare immunogenicity safety influenza vaccine reduced full intradermal doses full intramuscular doses inform policy design event vaccine shortages 
945,236.0,7.0,"['75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include vaccine', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include 15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include vaccine', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include h1n1', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include h3n2', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include b', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include 15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include 15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg include 101-120', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize vaccine', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize h1n1', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize h3n2', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize b', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize 15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize 15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg', '75-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize 101-120', 'vaccine randomize h1n1', 'vaccine randomize h3n2', 'vaccine randomize b', 'vaccine randomize 15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg', 'vaccine randomize 15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg', 'vaccine randomize 101-120', '15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize vaccine', '15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize h1n1', '15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize h3n2', '15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize b', '15-Ã\x83\x83Ã\x83\x82Ã\x82Âµg randomize 101-120']",2485,results total 30 relevant studies included 29 studies randomized clinical trials 13 759 total participants 1 study cohort study 164 021 participants 
